Date,Time,Home College,Away College,Location_Extra,Sport,Location,Type
2/19,8:00 PM,GH,BR,Room K (5th floor),Dodgeball,Payne Whitney Gymnasium,Quarterfinals
2/19,8:00 PM,DC,PC,Room K (5th floor),Dodgeball,Payne Whitney Gymnasium,Quarterfinals
2/24,8:00 PM,JE,BF,Room K (5th floor),Dodgeball,Payne Whitney Gymnasium,Quarterfinals
2/24,9:00 PM,ES,BK,Room K (5th floor),Dodgeball,Payne Whitney Gymnasium,Quarterfinals
